mol_id,pubchem_sid,mol_name,smiles,formula_calcd,anionic
C04498,7113,p-Coumaroylagmatine; N-(4-Guanidinobutyl)-4-hydroxycinnamide; N-(4-Guanidinobutyl)-4-hydroxycinnamamide,N=C(N)NCCCCNC(=O)/C=C/c1ccc(O)cc1,C14H20N4O2,[]
C07654,9856,Methacycline; Metacycline,C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,C22H22N2O8,[]
C08524,10717,Cavinine,COc1c2c(cc3c1OCO3)[C@@]13[C@H](O)C[N@@](C2)[C@@H]1C[C@@H](OC)[C@@H]1O[C@@H]13,C18H21NO6,[]
C17872,163311873,Corynantheine,C=C[C@H]1CN2CCc3c([nH]c4ccccc34)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC,C22H26N2O3,[]
C04875,7427,"(+/-)-5-[(tert-Butylamino)-2'-hydroxypropoxy]-1,2,3,4-tetrahydro-1-naphthol; (+/-)-Dihydrobunolol",CC(C)(C)NCC(O)COc1cccc2c1CCCC2O,C17H27NO3,[]
C09999,12185,Aralionine A,CC[C@H](C)[C@@H](C(=O)N[C@@H]1C(=O)N[C@@H](C(=O)c2ccccc2)C(=O)N/C=C\c2ccc(cc2)O[C@@H]1c1ccccc1)N(C)C,C34H38N4O5,[]
C09041,11233,Aspidospermatine,C/C=C1\[C@@H]2CCN3CC[C@]4(c5cccc(OC)c5N(C(C)=O)[C@@H]4C2)[C@@H]13,C21H26N2O2,[]
C10001,12187,Ceanothine B,CC(C)[C@@H]1Oc2ccc(cc2)/C=C\NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]1NC(=O)[C@@H]1CCCN1C,C29H36N4O4,[]
C06905,9122,Chlorpheniramine; Chlorphenamine,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,C16H19ClN2,[]
C08523,10716,Carinatine,COc1cc2c(cc1O)[C@@H]1[C@H](O)[C@@H](CO)C=C3CCN(C2)[C@H]31,C17H21NO4,[]
C08526,10719,Galanthamine; Galantamine,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,C17H21NO3,[]
C09993,12179,Adouetine X,CC[C@H](C)[C@@H]1NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C)[C@H](C(C)C)Oc2ccc(cc2)/C=C\NC1=O,C28H44N4O4,[]
C06871,9088,Carbinoxamine,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,C16H19ClN2O,[]
C08528,10721,Hippeastrine,CN1CCC2=C[C@H](O)[C@H]3OC(=O)c4cc5c(cc4[C@H]3[C@@H]21)OCO5,C17H17NO5,[]
C04874,7426,"7,8-Dihydroneopterin; Dihydroneopterin; 2-Amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine",Nc1nc2c(c(=O)[nH]1)N=C([C@H](O)[C@H](O)CO)CN2,C9H13N5O4,[]
C04744,7315,"2,6-Diamino-4-hydroxy-5-(N-methyl)formamidopyrimidine",CN(C=O)c1c(N)nc(N)nc1O,C6H9N5O2,[]
C07402,9606,Procarbazine,CNNCc1ccc(C(=O)NC(C)C)cc1,C12H19N3O,[]
C07403,9607,Prochlorperazine,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,C20H24ClN3S,[]
C04798,7360,"5-Amino-4-chloro-2-(2,3-dihydroxyphenyl)-3(2H)-pyridazinone; Chloridazon catechol; 5-Amino-4-chloro-2-(2',3'-dihydroxyphenyl)-3(2H)-pyridazinone",Nc1cnn(-c2cccc(O)c2O)c(=O)c1Cl,C10H8ClN3O3,[]
C10767,12950,Dimethamine,CN1C[C@H]2C[C@H](C1)C1=C(c3ccc4n(c3=O)C[C@H]3C[C@H]4CN(C)C3)CCC(=O)N1C2,C24H32N4O2,[]
C08303,10501,Galegine,CC(C)=CCNC(=N)N,C6H13N3,[]
C09997,12183,Amphibine A,CC[C@H](C)[C@@H]1NC(=O)[C@@H](NC(=O)[C@H](Cc2c[nH]c3ccccc23)N(C)C)[C@H](C(C)C)Oc2ccc(cc2)/C=C\NC1=O,C33H43N5O4,[]
C04883,7435,"(+/-)-5-[(tert-Butylamino)-2'-hydroxypropoxy]-3,4-dihydro-1(2H)-naphthalenone; (+/-)-Bunolol",CC(C)(C)NCC(O)COc1cccc2c1CCCC2=O,C17H25NO3,[]
C06912,9129,Clarithromycin; 6-O-Methylerythromycin; 6-O-Methylerythromycin A,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,C38H69NO13,[]
C07307,9515,Deacetylipecoside,C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1C[C@H]1NCCc2cc(O)c(O)cc21,C25H33NO11,[]
C06875,9092,Carvedilol,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,C24H26N2O4,[]
C09996,12182,Americine,CN[C@H](C(=O)N[C@@H]1C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N/C=C\c2ccc(cc2)O[C@H]1C(C)C)C(C)C,C31H39N5O4,[]
C06516,8747,(R)-Norreticuline; N-Norreticuline,COc1ccc(C[C@H]2NCCc3cc(OC)c(O)cc32)cc1O,C18H21NO4,[]
C08926,11118,Avenacin A-1,CNc1ccccc1C(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@]1(C)C=O)[C@@]13O[C@@H]1C[C@@H]1[C@@]4(C)CC[C@H](O[C@@H]5OC[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@@](C)(CO)[C@@H]4CC[C@@]1(C)[C@]3(C)C[C@@H]2O,C55H83NO21,[]
C07405,9609,Propiomazine,CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,C20H24N2OS,[]
C06863,9081,Butorphanol,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,C21H29NO2,[]
C09139,11331,Coronaridine; (-)-Coronaridine,CC[C@H]1C[C@@H]2C[N@]3CCc4c([nH]c5ccccc45)[C@](C(=O)OC)(C2)[C@H]13,C21H26N2O2,[]
C09208,11399,Haplophytine,COc1c([C@@]23CCN(C)[C@]4(CCC(=O)N4c4c(O)cccc42)C3=O)cc2c(c1OC)N(C)[C@@H]1C=C[C@@]34CCCN5CC[C@@]21[C@]53OC(=O)C4,C37H40N4O7,[]
C09149,11341,Eburnamonine; Vinburnine,CC[C@]12CCCN3CCc4c(n(c5ccccc45)C(=O)C1)[C@@H]32,C19H22N2O,[]
C21747,354264341,N-Acetyl-beta-D-glucosaminyl-(1->4)-D-glucosamine,CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](N)C(O)O[C@@H]2CO)O[C@H](CO)[C@@H](O)[C@@H]1O,C14H26N2O10,[]
C09089,11281,Calligonine; Elaeagnine; Tetrahydroharman,C[C@H]1NCCc2c1[nH]c1ccccc21,C12H14N2,[]
C03309,6162,Strictosidine aglycone,C=C[C@H]1[C@H](O)OC=C(C(=O)OC)[C@H]1C[C@@H]1NCCc2c1[nH]c1ccccc21,C21H24N2O4,[]
C09144,11336,C-Curarine; C-Curarine I,C/C=C1/C[N@+]2(C)CC[C@@]34c5ccccc5N5C=C6[C@H]7C[C@H]8[C@@]9(CC[N@@+]8(C)C/C7=C/C)c7ccccc7N7C=C([C@H]1C[C@@H]32)[C@]54O[C@@]679,C40H44N4O+2,[]
C03795,6544,N6-Methyl-2'-deoxyadenosine,CNc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,C11H15N5O3,[]
C09200,11391,Geissospermine,C/C=C1/CN2CCc3c([nH]c4ccccc34)[C@@H]2C[C@@H]1[C@@H](C(=O)OC)[C@@H]1OC[C@H]2[C@H]3C[C@@H]4N(CC[C@@]45c4ccccc4N1[C@@H]25)C[C@H]3CC,C40H48N4O3,[]
C09156,11348,Epivoacorine,C/C=C1/CN(C)[C@@H]2Cc3c([nH]c4ccccc34)[C@@H](c3cc4[nH]c5c(c4cc3OC)CC[N@@]3C[C@H]4C[C@H]([C@@H](C)O)[C@H]3[C@@]5(C(=O)OC)C4)C[C@@H]1C2C(=O)OC,C43H52N4O6,[]
C09368,11559,"(-)-Caaverine; Noraporphin-1-ol, 2-methoxy-",COc1cc2c3c(c1O)-c1ccccc1C[C@H]3NCC2,C17H17NO2,[]
C07898,10100,Naphazoline hydrochloride,Cl.c1ccc2c(CC3=NCCN3)cccc2c1,C14H15ClN2,[]
C01996,5093,Acetylcholine; O-Acetylcholine,CC(=O)OCC[N+](C)(C)C,C7H16NO2+,[]
C07908,10110,Mycophenolate mofetil; RS 61443,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,C23H31NO7,[]
C09146,11338,"Eburnamine; (-)-Eburnamine; (14alpha)-14,15-Dihydroeburnamenin-14-ol",CC[C@@]12CCCN3CCc4c(n(c5ccccc45)[C@H](O)C1)[C@H]32,C19H24N2O,[]
C09164,11356,Ergocristine,CC(C)[C@@]1(NC(=O)[C@@H]2C=C3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O,C35H39N5O5,[]
C09642,11832,"(-)-Salsolinol; 6,7-Isoquinolinediol, 1,2,3,4-tetrahydro-1-methyl-, (S)-; Salsolinol",C[C@@H]1NCCc2cc(O)c(O)cc21,C10H13NO2,[]
C21762,354339112,4-Hydroxytryptamine,NCCc1c[nH]c2cccc(O)c12,C10H12N2O,[]
C02267,5328,Deoxycoformycin; Pentostatin,OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O,C11H16N4O4,[]
C21554,336445192,Torcitabine; L-dC; 2'-Deoxy-beta-L-cytidine; beta-L-2'-Deoxycytidine,Nc1ccn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)n1,C9H13N3O4,[]
C02026,5120,Deoxycytosine; 2'-Deoxycytosine,NC1=NCNC=C1,C4H7N3,[]
C05647,7958,Formyl-5-hydroxykynurenamine,NCCC(=O)c1cc(O)ccc1NC=O,C10H12N2O3,[]
C09211,11402,Hodgkinsine,CN1CC[C@]2(c3cccc4c3N[C@@H]3N(C)CC[C@]43[C@@]34CCN(C)[C@@H]3Nc3ccccc34)c3ccccc3N[C@H]12,C33H38N6,[]
C09129,11321,Catharine,CC/C1=C/N(C=O)CCc2c([nH]c3ccccc23)[C@@](C(=O)OC)(c2cc3c(cc2OC)N(C)[C@H]2[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]32[C@@H]54)CC(=O)C1,C46H54N4O10,[]
C21549,336445187,Miproxifene; DP-TAT-59,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccc(C(C)C)cc1,C29H35NO2,[]
C09152,11344,Echitamine,C/C=C1/C[N@+]2(C)CC[C@@]34c5ccccc5N[C@]32[C@@H](O)C[C@@H]1C4(CO)C(=O)OC,C22H29N2O4+,[]
C08187,10387,Cabergoline,C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,C26H37N5O2,[]
C02262,5324,D-Galactosamine; D-Chondrosamine; 2-Amino-2-deoxy-D-galactose,N[C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O,C6H13NO5,[]
C01987,5084,2-Aminophenol; 2-Hydroxyaniline; 2-Aminobenzenol; o-Aminophenol,Nc1ccccc1O,C6H7NO,[]
C09160,11352,Ergine; Lysergamide,CN1C[C@H](C(N)=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,C16H17N3O,[]
C07911,10113,"Phenylpropanolamine; (+-)-Phenylpropanolamine; (R*,S*)-(+-)-alpha-(1-Aminoethyl)benzenemethanol; (+-)-Norephedrine",C[C@H](N)[C@H](O)c1ccccc1,C9H13NO,[]
C09366,11557,Bracteoline,COc1cc2c(cc1O)-c1c(O)c(OC)cc3c1[C@H](C2)N(C)CC3,C19H21NO4,[]
C03764,6520,"para-(Dimethylamino)azobenzene; N,N-Dimethyl-4-(phenylazo)benzenamine; Dimethyl yellow; Methyl yellow; 4-(Dimethylamino)phenylazobenzene",CN(C)c1ccc(/N=N/c2ccccc2)cc1,C14H15N3,[]
C07912,10114,"Tetrahydrozoline; Tetryzoline; 2-Tetralin-1-yl-4,5-dihydro-1H-imidazole",c1ccc2c(c1)CCCC2C1=NCCN1,C13H16N2,[]
C08195,10394,Meclofenoxate,CN(C)CCOC(=O)COc1ccc(Cl)cc1,C12H16ClNO3,[]
C09655,11845,Thalicarpine,COc1cc(C[C@H]2c3cc(OC)c(OC)cc3CCN2C)c(Oc2cc3c(cc2OC)-c2c(OC)c(OC)cc4c2[C@H](C3)N(C)CC4)cc1OC,C41H48N2O8,[]
C10848,13031,Tropacocaine,CN1C2CCC1CC(OC(=O)c1ccccc1)C2,C15H19NO2,[]
C09207,11398,Gelsemine,C=C[C@@]12CN(C)[C@H]3[C@@H]1[C@@]1(C(=O)Nc4ccccc41)[C@H]1CC2[C@@H]3CO1,C20H22N2O2,[]
C03305,6160,Prolyl-2-naphthylamide,O=C(Nc1ccc2ccccc2c1)C1CCCN1,C15H16N2O,[]
C03300,6156,O-beta-D-Xylosylzeatin; O-beta-D-Xyloxylzeatin,C/C(=C\CNc1ncnc2[nH]cnc12)CO[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O,C15H21N5O5,[]
C01279,4498,4-Amino-5-hydroxymethyl-2-methylpyrimidine; Toxopyrimidine; 4-Amino-2-methyl-5-pyrimidinemethanol; HMP,Cc1ncc(CO)c(N)n1,C6H9N3O,[]
C07913,10115,Xylometazoline,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,C16H24N2,[]
C09162,11354,Ergocornine,CC(C)[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,C31H39N5O5,[]
C09365,11556,Boldine,COc1cc2c(cc1O)C[C@H]1c3c(cc(O)c(OC)c3-2)CCN1C,C19H21NO4,[]
C09335,11526,Ancistrocladine,COc1cc(O)c(-c2c(C)cc(OC)c3c(OC)cccc23)c2c1[C@H](C)N[C@@H](C)C2,C25H29NO4,[]
C12342,582732,Ancistrobrevine A,COc1cc2c(c(OC)c1-c1ccc(OC)c3c(OC)cc(C)cc13)[C@@H](C)N(C)[C@@H](C)C2,C27H33NO4,[]
C05771,8066,1-Aminopropan-2-ol; 1-Amino-2-propanol,CC(O)CN,C3H9NO,[]
C10126,12312,Anatabine; (-)-Anatabine,C1=CC[C@@H](c2cccnc2)NC1,C10H12N2,[]
C06513,8744,Obamegine; (+)-Obamegine; Stepholine,COc1cc2c3cc1Oc1c(O)c(OC)cc4c1[C@@H](Cc1ccc(O)c(c1)Oc1ccc(cc1)C[C@@H]3N(C)CC2)N(C)CC4,C36H38N2O6,[]
C09333,11524,Amurensine,COc1cc2c(cc1O)[C@H]1CN(C)[C@@H](C2)c2cc3c(cc21)OCO3,C19H19NO4,[]
C07677,9879,Acebutolol hydrochloride,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1.Cl,C18H29ClN2O4,[]
C09234,11425,Quadrigemine A,CN1CCC2(c3cccc4c3NC3N(C)CCC43C34CCN(C)C3Nc3c(C56CCN(C)C5Nc5ccccc56)cccc34)c3ccccc3NC12,C44H50N8,[]
C06941,9156,Delavirdine,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,C22H28N6O3S,[]
C07843,10045,Ketamine hydrochloride,CNC1(c2ccccc2Cl)CCCCC1=O.Cl,C13H17Cl2NO,[]
C09341,11532,(-)-Argemonine; Argemonine,COc1cc2c(cc1OC)[C@@H]1Cc3cc(OC)c(OC)cc3[C@H](C2)N1C,C21H25NO4,[]
C14166,7846978,alpha-Eucaine,COC(=O)C1(OC(=O)c2ccccc2)CC(C)(C)N(C)C(C)(C)C1,C19H27NO4,[]
C05721,8026,Leucomethylene blue; Reduced methylene blue,CN(C)c1ccc2c(c1)Sc1cc(N(C)C)ccc1N2,C16H19N3S,[]
C09337,11528,Ankorine,CC[C@H]1CN2CCc3c(cc(OC)c(OC)c3O)[C@@H]2C[C@@H]1CCO,C19H29NO4,[]
C15752,47205078,Lienomycin,C=CCC/C1=C/CC(OC2OC(C)C(O)C(O)C2O)C(C)C(=O)CC(O)CC(O)CC(O)/C=C/CC(O)CC(O)CC(O)CC(/C=C/CC(O)/C=C/CC(O)CCCN)OC(=O)CC/C=C/C=C/C=C/C=C/C=C/C(C)C(O)C(C)C(O)/C=C/CC1,C67H107NO18,[]
C08309,10507,"N,N-Dimethyl-5-methoxytryptamine; O-Methylbufotenine; Methoxybufotenin; 5-Methoxy-N,N-dimethyltryptamine; 3-[2-(N,N-Dimethylamino)ethyl]-5-methoxy-indole",COc1ccc2[nH]cc(CCN(C)C)c2c1,C13H18N2O,[]
C09243,11434,Tetrahydroharmine,COc1ccc2c3c([nH]c2c1)[C@@H](C)NCC3,C13H16N2O,[]
C07674,9876,Buformin; 1-Butylbiguanide,CCCCNC(=N)NC(=N)N,C6H15N5,[]
C06653,8878,Erythromycin B; Berythromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H]1C,C37H67NO12,[]
C18090,96024307,Tricaine; 3-Aminobenzoic acid; m-Aminobenzoate,CCOC(=O)c1cccc(N)c1,C9H11NO2,[]
C12340,582730,Ancistrotectorine,COc1cc2c(c(OC)c1-c1c(C)cc3cccc(OC)c3c1O)[C@@H](C)N(C)[C@@H](C)C2,C26H31NO4,[]
C06943,9158,Desipramine,CNCCCN1c2ccccc2CCc2ccccc21,C18H22N2,[]
C07274,9483,Nortriptyline,CNCCC=C1c2ccccc2CCc2ccccc21,C19H21N,[]
C09244,11435,Tabersonine,CC[C@]12C=CCN3CC[C@]4(C(=C(C(=O)OC)C1)Nc1ccccc14)[C@@H]32,C21H24N2O2,[]
C07852,10054,Propiverine,CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,C23H29NO3,[]
C06517,8748,(S)-6-O-Methylnorlaudanosoline; (S)-3'-Hydroxycoclaurine,COc1cc2c(cc1O)[C@H](Cc1ccc(O)c(O)c1)NCC2,C17H19NO4,[]
C07427,9631,Perphenazine; 4-(3-(2-Chlorophenothiazin-10-YL)propyl)-1-piperazineethanol,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,C21H26ClN3OS,[]
C07673,9875,Phenformin; DBI,N=C(N)NC(=N)NCCc1ccccc1,C10H15N5,[]
C07279,9488,2-Aminoethylarsonate; 2-Aminoethylarsonic acid,NCC[As](=O)(O)O,C2H8AsNO3,[]
C06932,9149,Cyclopentolate,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,C17H25NO3,[]
C09255,11446,Vomicine,CN1CC[C@]23C(=O)C[C@H]4C(=CCO[C@H]5CC(=O)N(c6c(O)cccc62)[C@H]3[C@H]54)C1,C22H24N2O4,[]
C12915,583304,Nemonapride,CNc1cc(OC)c(C(=O)N[C@@H]2CCN(Cc3ccccc3)[C@@H]2C)cc1Cl,C21H26ClN3O2,[]
C16713,96023237,Floramultine,COc1cc2c3c(c1O)-c1c(cc(O)c(OC)c1OC)CCC3N(C)CC2,C21H25NO5,[]
C07693,9895,Fenoldopam,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,C16H16ClNO3,[]
C09256,11447,Yohimbine,COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O,C21H26N2O3,[]
C09661,11851,Thalsimine,COc1ccc2cc1Oc1ccc(cc1)CC1=NCCc3cc(OC)c(cc31)Oc1c(OC)c(OC)c(OC)c3c1[C@H](C2)N(C)CC3,C38H40N2O7,[]
C12954,583343,Dilazep dihydrochloride,COc1cc(C(=O)OCCCN2CCCN(CCCOC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC.Cl.Cl,C31H46Cl2N2O10,[]
C09236,11427,Rhyncophylline; Rhynchophylline,CC[C@H]1CN2CC[C@]3(C(=O)Nc4ccccc43)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC,C22H28N2O4,[]
C09252,11443,Voacamine; Methyl-12-methoxy-13-(17-methoxy-17-oxovobasan-3alpha-yl)ibogamine-18-carboxylate,C/C=C1/CN(C)[C@@H]2Cc3c([nH]c4ccccc34)[C@@H](c3cc4[nH]c5c(c4cc3OC)CC[N@@]3C[C@H]4C[C@H](CC)[C@H]3[C@@]5(C(=O)OC)C4)C[C@@H]1C2C(=O)OC,C43H52N4O5,[]
C09342,11533,Armepavine,COc1cc2c(cc1OC)[C@@H](Cc1ccc(O)cc1)N(C)CC2,C19H23NO3,[]
C14150,7846962,Cyclopropylamine,NC1CC1,C3H7N,[]
C07644,9846,4-Ketocyclophosphamide,O=C1CCOP(=O)(N(CCCl)CCCl)N1,C7H13Cl2N2O3P,[]
C05926,8214,"Neopterin; [S-(R*,S*)]-2-amino-6-(1,2,3-trihydroxypropyl)-1H-pteridin-4-one; [S-(R*,S*)]-2-amino-6-(1,2,3-trihydroxypropyl)-1H-pteridine-4-one; [S-(R*,S*)]-2-Amino-6-(1,2,3-trihydroxypropyl)-1H-pteridin-4-on; 6-(D-erythro-1,2,3-Trihydroxypropyl)pterin; 6-D-erythro-Neopterin; D-erythro-Neopterin; D-Neopterin",Nc1nc2ncc([C@H](O)[C@H](O)CO)nc2c(=O)[nH]1,C9H11N5O4,[]
C09233,11424,Psychotridine,CN1CCC2(c3cccc4c3NC3N(C)CCC43c3cccc4c3NC3N(C)CCC43C34CCN(C)C3Nc3c(C56CCN(C)C5Nc5ccccc56)cccc34)c3ccccc3NC12,C55H62N10,[]
C06527,8758,Quinidine; (+)-Quinidine,C=C[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,C20H24N2O2,[]
C16709,96023233,O-Methylandrocymbine,COC1=C[C@@]23CCN(C)[C@@H](CCc4cc(OC)c(OC)c(OC)c42)C3=CC1=O,C22H27NO5,[]
C09248,11439,Tubulosine,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2c1[nH]c1ccc(O)cc21,C29H37N3O3,[]
C12341,582731,Dioncophyllinol B,COc1cc(C)cc2ccc(-c3ccc4c(c3O)[C@@H](C)N[C@H](C)[C@@H]4O)c(O)c12,C23H25NO4,[]
C06936,9152,Dacarbazine,CN(C)/N=N/c1[nH]cnc1C(N)=O,C6H10N6O,[]
C05774,8069,Cobinamide; Cob(I)inamide,C/C1=C2/N=C(/C=C3\N=C(/C(C)=C4/[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@](C)(C5N=C1[C@](C)(CCC(=O)NC[C@@H](C)O)[C@H]5CC(N)=O)N4[Co])[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]2CCC(N)=O,C48H72CoN11O8,[]
C07672,9874,Biguanide; Guanylguanidine,N=C(N)NC(=N)N,C2H7N5,[]
